date|locname|listshrs|listbal
20120313|울산|17|36603831641610
20120313|인천|200|15354867829880
20120313|전남|60|1326144231840
20120313|전북|11|1644471813317
20120313|제주|6|204432501232
20120313|충남|202|6426826132440
20120313|충북|12|1406850122590
20120314|강원|30|5680761407040
20120314|경기|135|284403750593113
20120314|경남|37|2678611337725690
20120314|경북|16|42330932482499
20120314|광주|8|2511588000405
20120314|대구|203|5016263219160
20120314|대전|10|14049302594550
20120314|부산|61|8802115800537
20120314|서울|388|6911556401645598
20120314|울산|17|37304554250680
20120314|인천|28|15422557288557
20120314|전남|6|1347036384470
20120314|전북|101|1631812552906
20120314|제주|6|203920944570
20120314|충남|22|6510505088300
20120314|충북|102|1403420813845
20120315|강원|3|5675015458560
20120315|경기|135|2838110427223445
20120315|경남|370|26770750879131
20120315|경북|16|42065062432968
20120315|광주|8|2501460881360
20120315|대구|23|5063105077570
20120315|대전|10|14147206128170
20120315|부산|61|8827142975805
20120315|서울|388|692053186472204
20120315|울산|107|37136809305670
20120315|인천|28|14950549230234
20120315|전남|6|1336033138320
20120315|전북|11|1646561378012
20120315|제주|60|203913156020
20120315|충남|22|66480120335485
20120315|충북|12|1394907194415
20120316|강원|3|5613159976680
20120316|경기|135|282201914559556
20120316|경남|307|26782281923387
20120316|경북|16|42009069660001
20120316|광주|80|2463251900090
20120316|대구|230|4924069874935
20120316|대전|100|14279343645870
20120316|부산|61|8725214641804
20120316|서울|388|688925704693235
20120316|울산|17|36939146995200
20120316|인천|28|151992815894144
20120316|전남|60|1328436759090
20120316|전북|101|1644197184993
20120316|제주|6|203820660092
20120316|충남|22|6573557075863
20120316|충북|12|1390334854980
20120319|강원|3|5744622746160
20120319|경기|135|286037786731363
20120319|경남|37|26652390793905
20120319|경북|106|42216330369697
20120319|광주|80|2428350335775
20120319|대구|203|5035570985640
20120319|대전|100|14276848381830
20120319|부산|61|8780770236962
20120319|서울|388|691673235078407
20120319|울산|107|370418251343250
20120319|인천|28|15362416699429
20120319|전남|60|1319142720180
20120319|전북|11|1647522355680
20120319|제주|6|203477097498
20120319|충남|202|6615651139184
20120319|충북|102|1388426601385
20120320|강원|3|5715643980360
20120320|경기|135|286957040618835
20120320|경남|307|26410362967968
20120320|경북|16|421766919073969
20120320|광주|80|2432247014715
20120320|대구|23|5053283917560
20120320|대전|10|14367123914570
20120320|부산|601|8769649638335
20120320|서울|388|688780940653974
20120320|울산|17|36719734443230
20120320|인천|28|15207807886077
20120320|전남|6|1314998119570
20120320|전북|11|1652124969596
20120320|제주|6|203939802816
20120320|충남|22|6564266486223
20120320|충북|102|1386598124345
20120321|강원|300|5601457986600
20120321|경기|135|283223362091738
20120321|경남|37|26402413032877
20120321|경북|106|41346125967766
20120321|광주|8|2447150965505
20120321|대구|23|5011743152050
20120321|대전|10|141071912408010
20120321|부산|61|8612136708142
20120321|서울|388|686850774687206
20120321|울산|17|35906390787610
20120321|인천|28|14776969135579
20120321|전남|6|1306699028260
20120321|전북|101|1641203016405
20120321|제주|6|204135999198
20120321|충남|202|6536041495826
20120321|충북|102|1378556372250
20120322|강원|30|5551180989780
20120322|경기|135|285412814296219
20120322|경남|307|26280561355060
20120322|경북|106|40886833158416
20120322|광주|80|2407374463380
20120322|대구|203|4926298144215
20120322|대전|10|14159957409630
20120322|부산|610|8588884525387
20120322|서울|388|685733694457257
20120322|울산|17|35153072450740
20120322|인천|28|14622223714080
20120322|전남|60|1550314773480
20120322|전북|110|15975341498111
20120322|제주|60|204037056974
20120322|충남|22|6543152864217
20120322|충북|12|1356644569545
20120323|강원|30|5619729483240
20120323|경기|135|286638049204593
20120323|경남|37|26456983226087
20120323|경북|16|40783463307452
20120323|광주|80|2410897959520
20120323|대구|23|4920125060220
20120323|대전|10|14060742298780
20120323|부산|61|8524811873983
20120323|서울|388|684083984272985
20120323|울산|17|35714351583590
20120323|인천|208|14837656911559
20120323|전남|6|1532239693900
20120323|전북|101|16212907864443
20120323|제주|61|206287196922
20120323|충남|22|6586631675009
20120323|충북|12|1377401547015
20120326|강원|3|5586480192960
20120326|경기|1135|288126723387500
20120326|경남|37|26140235496536
20120326|경북|116|40496211777943
20120326|광주|81|2377780224580
20120326|대구|123|4768963972710
20120326|대전|10|14009558365590
20120326|부산|611|8354107431708
20120326|서울|388|679741652009729
20120326|울산|107|35713676031080
20120326|인천|28|14563807950131
20120326|전남|6|1514093890660
20120326|전북|11|1615391618950
20120326|제주|6|206408106650
20120326|충남|212|6534883136696
20120326|충북|12|1362098959820
20120327|강원|31|5716389115560
20120327|경기|135|294449984474850
20120327|경남|37|26262990911799
20120327|경북|116|40799241824367
20120327|광주|8|2316904990195
20120327|대구|23|4798972722240
20120327|대전|10|14408031133470
20120327|부산|61|8455481353424
20120327|서울|388|682999352519434
20120327|울산|17|36462398125300
20120327|인천|28|14701262124888
20120327|전남|600|1511157800340
20120327|전북|11|1623842112729
20120327|제주|6|205651912268
20120327|충남|22|6569867561564
20120327|충북|112|1345478061270
20120328|강원|3|5727600151800
20120328|경기|135|292757289448119
20120328|경남|137|2606114402781840
20120328|경북|16|40548688094772
20120328|광주|8|2338808188270
20120328|대구|23|4803573209280
20120328|대전|10|14630124182520
20120328|부산|61|8414825850354
20120328|서울|388|680509112531206
20120328|울산|17|36548906620400
20120328|인천|28|145355131195177
20120328|전남|6|1503151344180
20120328|전북|11|1623612482732
20120328|제주|6|205696424642
20120328|충남|212|6583419568272
20120328|충북|12|1350618102480
20120329|강원|3|5572349537940
20120329|경기|135|288381019597923
20120329|경남|37|25824998386482
20120329|경북|16|40021334645937
20120329|광주|8|2296267364350
20120329|대구|213|4679425973650
20120329|대전|110|14791149469490
20120329|부산|601|8232589618087
20120329|서울|388|677357588628103
20120329|울산|117|35660614541680
20120329|인천|218|14474046034733
20120329|전남|6|1446483248370
20120329|전북|11|1609643178466
20120329|제주|6|206155301998
20120329|충남|22|6513159044619
20120329|충북|112|1330654521640
20120330|강원|3|5653304696580
20120330|경기|135|287509069254820
20120330|경남|307|25884106036170
20120330|경북|16|40286455724087
20120330|광주|81|2261791254230
20120330|대구|23|4624208717305
20120330|대전|10|15071825611880
20120330|부산|61|8228926000817
20120330|서울|388|677211177534586
20120330|울산|17|35490204522730
20120330|인천|218|14767906683752
20120330|전남|6|1490019205930
20120330|전북|11|1605587005564
20120330|제주|6|202098036368
20120330|충남|22|6574826313504
20120330|충북|12|1325152910770
20120402|강원|3|5599216383360
20120402|경기|135|291072474667768
20120402|경남|371|25754356928102
20120402|경북|116|404803419344339
20120402|광주|81|2268587035210
20120402|대구|23|4650693567870
20120402|대전|100|14721088573740
20120402|부산|61|8241722869129
20120402|서울|388|682279054335764
20120402|울산|117|35484821378540
20120402|인천|28|14990676417520
20120402|전남|6|1523779018830
20120402|전북|111|1633633459817
20120402|제주|6|207170129390
20120402|충남|22|6479111824191
20120402|충북|12|1342578772655
20120403|강원|3|5485670991480
20120403|경기|135|296881063210360
20120403|경남|37|25424310500541
20120403|경북|16|403312141196068
20120403|광주|81|2240966101090
20120403|대구|23|4683514552365
20120403|대전|10|14508565405750
20120403|부산|610|8131200855340
20120403|서울|388|687937990281957
20120403|울산|17|36252233818970
20120403|인천|28|15007595427726
20120403|전남|6|1509939934430
20120403|전북|11|1612586009782
20120403|제주|6|204207426932
20120403|충남|22|6411304045318
20120403|충북|112|1319799842470
20120404|강원|311|5528143909320
20120404|경기|135|292628913124877
20120404|경남|317|25032706235709
20120404|경북|16|39734098737634
20120404|광주|800|2220241867880
20120404|대구|23|4622305982000
20120404|대전|110|14698203155770
20120404|부산|61|8106399274033
20120404|서울|388|677374501655054
20120404|울산|17|35272620083660
20120404|인천|28|14693195304921
20120404|전남|6|1518890747800
20120404|전북|111|1566315945019
20120404|제주|61|204104056678
20120404|충남|22|6283280550596
20120404|충북|12|1309977826760
20120405|강원|3|5521389910140
20120405|경기|136|2953691436985029
20120405|경남|37|25531282411306
20120405|경북|16|39578478478637
20120405|광주|8|2223832219855
20120405|대구|213|4644559856335
20120405|대전|10|15102461854910
20120405|부산|611|8056945640883
20120405|서울|388|679898002289127
20120405|울산|170|35001209202730
20120405|인천|218|14914157451054
20120405|전남|6|1524376175070
20120405|전북|111|1590044308313
20120405|제주|6|203392764082
20120405|충남|22|6313147991885
20120405|충북|12|1310013066830
20120406|강원|3|5498893513680
20120406|경기|136|295330039875148
20120406|경남|37|25554327780148
20120406|경북|116|39527717567918
20120406|광주|8|2274362691200
20120406|대구|23|4596444817380
20120406|대전|10|14807099585660
20120406|부산|61|79710187124083
20120406|서울|388|680949455735840
20120406|울산|117|34905151913050
20120406|인천|28|14686687824534
20120406|전남|6|1514347263380
20120406|전북|111|1575772379770
20120406|제주|6|205657377954
20120406|충남|22|6249517558039
20120406|충북|12|1323635616630
20120409|강원|503|5393699010240
20120409|경기|136|291052390632386
20120409|경남|37|24791192366362
20120409|경북|16|38752115989064
20120409|광주|8|2247477115045
20120409|대구|23|4473496002516
20120409|대전|10|14889325356730
20120409|부산|611|7694787402086
20120409|서울|388|671131523294999
20120409|울산|17|33896273849460
20120409|인천|28|14290325827383
20120409|전남|6|1503202479930
20120409|전북|11|1507488717274
20120409|제주|6|205045459220
20120409|충남|22|5972179976941
20120409|충북|112|1290052010505
20120410|강원|300|5444368043100
20120410|경기|136|289341131864950
20120410|경남|37|24664220178979
20120410|경북|116|39297124861013
20120410|광주|8|2265845594465
20120410|대구|23|4471443008855
20120410|대전|10|14921893620310
20120410|부산|61|7733227892059
20120410|서울|388|670969643091599
20120410|울산|17|33693758079640
20120410|인천|28|14313040167301
20120410|전남|16|1519133834050
20120410|전북|11|1488932778227
20120410|제주|61|204746231490
20120410|충남|22|6020792978899
20120410|충북|12|1258779920195
20120412|강원|31|5389672436160
20120412|경기|136|283343119523176
20120412|경남|317|24932754506953
20120412|경북|16|39745266548427
20120412|광주|800|2317795432105
20120412|대구|23|4474851696079
20120412|대전|110|14884585831560
20120412|부산|611|7722166849339
20120412|서울|388|671462857159391
20120412|울산|17|33853165130150
20120412|인천|28|14596711587269
20120412|전남|6|1495850913990
20120412|전북|11|1477721708905
20120412|제주|6|203433215854
20120412|충남|22|6091660181761
20120412|충북|112|1261438676775
20120413|강원|3|5472384382860
20120413|경기|136|284841212863252
20120413|경남|370|25164704236437
20120413|경북|16|40617780954036
20120413|광주|8|2341647572270
20120413|대구|23|4440323531615
20120413|대전|10|14534962717870
20120413|부산|61|7900535547541
20120413|서울|388|680266155127542
20120413|울산|17|34634741032510
20120413|인천|218|15051416749025
20120413|전남|16|1501279709700
20120413|전북|101|1500872082404
20120413|제주|6|203075916542
20120413|충남|22|6173613904914
20120413|충북|112|1295899777700
20120416|강원|3|5311402170180
20120416|경기|136|283016131809512
20120416|경남|317|25056470674745
20120416|경북|16|40316693171702
20120416|광주|8|2349803984835
20120416|대구|23|4507844476870
20120416|대전|10|14654807079390
20120416|부산|61|7864604750503
20120416|서울|388|673986938969573
20120416|울산|107|34254537528240
20120416|인천|128|14869130737563
20120416|전남|6|1472282014890
20120416|전북|111|1505548025205
20120416|제주|6|204847802360
20120416|충남|212|6214135864741
20120416|충북|112|1297859536230
20120417|강원|3|5328995651280
20120417|경기|136|281107676733944
20120417|경남|37|25037623164237
20120417|경북|16|40309252223780
20120417|광주|8|2380846866495
20120417|대구|23|4492924198620
20120417|대전|10|14833301586550
20120417|부산|611|7879930853726
20120417|서울|387|671503368684671
20120417|울산|17|34434630734400
20120417|인천|28|14687405042015
20120417|전남|6|1499035544530
20120417|전북|101|1514163923880
20120417|제주|6|202922383756
20120417|충남|22|6153378192190
20120417|충북|112|1291136097620
20120418|강원|3|5430393691320
20120418|경기|136|287906577117773
20120418|경남|37|25413916127334
20120418|경북|16|40239215513135
20120418|광주|8|2370030080335
20120418|대구|23|4529274852765
20120418|대전|10|14709405164130
20120418|부산|61|7883690996260
20120418|서울|387|674780245992100
20120418|울산|17|34980555383940
20120418|인천|28|14629589884890
20120418|전남|6|1516729010510
20120418|전북|111|1521972415701
20120418|제주|6|202929373364
20120418|충남|202|6161138087423
20120418|충북|12|1293739771805
20120419|강원|31|5435687629440
20120419|경기|136|291351497571907
20120419|경남|317|25351242024657
20120419|경북|111|2363138476315
20120419|대구|230|4526720730890
20120419|대전|110|14964558474500
20120419|부산|61|7806660726044
20120419|서울|387|668795176795815
20120419|울산|17|34933689240990
20120419|인천|28|14525935723402
20120419|전남|6|1499309431480
20120419|전북|11|1540786697185
20120419|제주|6|202425751680
20120419|충남|22|6171966617633
20120419|충북|12|1327022648505
20120420|강원|3|5543406616800
20120420|경기|136|286673189364804
20120420|경남|37|25113663929916
20120420|경북|116|39878259106578
20120420|광주|800|2390871527530
20120420|대구|23|4504431198295
20120420|대전|110|14884261236210
20120420|부산|61|7757042467955
20120420|서울|387|660695986598977
20120420|울산|17|34463130123720
20120420|인천|218|14158328731127
20120420|전남|6|1506616959810
20120420|전북|11|1541350057663
20120420|제주|6|201970980280
20120420|충남|22|6238963965234
20120420|충북|12|1330571532975
20120423|강원|3|5537621731440
20120423|경기|136|286312170184296
20120423|경남|317|24933352011548
20120423|경북|16|40396439923423
20120423|광주|8|2404779646615
20120423|대구|203|4456733507215
20120423|대전|100|14984141986840
20120423|부산|61|7755146701539
20120423|서울|386|659427838951284
20120423|울산|17|34509380790780
20120423|인천|28|14352197006924
20120423|전남|61|1475995340840
20120423|전북|11|1520808815014
20120423|제주|6|204001720602
20120423|충남|22|6198105435379
20120423|충북|12|1313835985435
20120424|강원|31|5346648596760
20120424|경기|136|285162175368830
20120424|경남|371|24808214063858
20120424|경북|161|40233854104367
20120424|광주|708|2497734078940
20120424|대구|23|4423250391118
20120424|대전|10|15000157584660
20120424|부산|61|7709128545688
20120424|서울|386|656803240200069
20120424|울산|107|33874648852320
20120424|인천|218|14190073757382
20120424|전남|61|1452000269280
20120424|전북|11|1515075174067
20120424|제주|61|201362090926
20120424|충남|22|6122898222907
20120424|충북|121|1314219622940
20120425|강원|31|5415470243280
20120425|경기|136|288400941031674
20120425|경남|37|24599013003115
20120425|경북|16|40284861564639
20120425|광주|111|2487814651385
20120425|대구|23|4401417470310
20120425|대전|100|14951744486960
20120425|부산|61|7610402762163
20120425|서울|386|653691597628892
20120425|울산|117|33351239990780
20120425|인천|28|14049445372983
20120425|전남|61|1436489115190
20120425|전북|11|1502328833090
20120425|제주|6|200697900994
20120425|충남|212|6189483420078
20120425|충북|12|1311032682445
20120426|강원|31|5414109596760
20120426|경기|136|293643024823081
20120426|경남|317|24426639579082
20120426|경북|116|40070686387887
20120426|광주|8|2444213680805
20120426|대구|23|4403457649620
20120426|대전|100|15108734993660
20120426|부산|61|7460449024779
20120426|서울|386|651284094711917
20120426|울산|17|32301104771450
20120426|인천|28|13991660496792
20120426|전남|6|1436754130060
20120426|전북|111|1500010776404
20120426|제주|61|201258348176
20120426|충남|212|6141766894141
20120426|충북|12|1308421640805
20120427|강원|31|5402960561400
20120427|경기|136|299413713079914
20120427|경남|317|24866659343386
20120427|경북|16|39949318886792
20120427|광주|8|2446250396925
20120427|대구|203|4368449404384
20120427|대전|10|14842068839950
20120427|부산|161|7409557887307
20120427|서울|386|651467702438766
20120427|울산|17|32322354243760
20120427|인천|28|14316076464946
20120427|전남|61|1442577316580
20120427|전북|11|1481995158858
20120427|제주|6|200385625756
20120427|충남|212|6239570423714
20120427|충북|102|1312819285695
20120430|강원|3|5414406323760
20120430|경기|136|302352268972690
20120430|경남|37|25227299717204
20120430|경북|16|39795626425995
20120430|광주|81|2540346955165
20120430|대구|203|4276800903809
20120430|대전|110|14817807285990
20120430|부산|61|7403413144444
20120430|서울|386|652363521613871
20120430|울산|17|32064183425070
20120430|인천|28|14251754404705
20120430|전남|61|1432640828050
20120430|전북|111|1481568336015
20120430|제주|61|200400696624
20120430|충남|22|6271699597260
20120430|충북|121|1323127598425
20120502|강원|3|5561418290160
20120502|경기|136|304420484053325
20120502|경남|37|25475757592678
20120502|경북|16|39864570424910
20120502|광주|8|2553537916700
20120502|대구|23|4347518556675
20120502|대전|110|15058105606460
20120502|부산|601|7488247531850
20120502|서울|386|658118501157324
20120502|울산|17|32539179072350
20120502|인천|218|14477335180666
20120502|전남|6|1490632362480
20120502|전북|11|1533827552659
20120502|제주|61|200587527518
20120502|충남|22|6352707586656
20120502|충북|12|1314638619925
20120503|강원|3|5613565839240
20120503|경기|136|303368920067938
20120503|경남|37|25391700417708
20120503|경북|16|39778125259487
20120503|광주|8|2538422144120
20120503|대구|213|4424395793880
20120503|대전|10|15129188041230
20120503|부산|611|7503960477316
20120503|서울|386|657357303646541
20120503|울산|107|32097861452050
20120503|인천|28|14350973266518
20120503|전남|61|1491050202800
20120503|전북|11|1537674442359
20120503|제주|6|200567996734
20120503|충남|22|6367719840846
20120503|충북|112|1328679942400
20120504|강원|3|5785551538140
20120504|경기|136|297837044470797
20120504|경남|307|25555048764067
20120504|경북|116|39773224822229
20120504|광주|8|2563201741040
20120504|대구|213|4435080982330
20120504|대전|10|15068612387480
20120504|부산|61|7499247789224
20120504|서울|386|658809182906301
20120504|울산|17|32540718701580
20120504|인천|218|14376002060599
20120504|전남|6|1499670658790
20120504|전북|111|1537611367323
20120504|제주|71|280712836776
20120504|충남|202|6363547121158
20120504|충북|12|1335812935255
20120507|강원|31|5583749669040
20120507|경기|136|294234147030953
20120507|경남|37|25323314249745
20120507|경북|116|39271108317487
20120507|광주|8|2543380709900
20120507|대구|213|4402602060540
20120507|대전|10|14930313153090
20120507|부산|61|7400741218945
20120507|서울|386|646604851287592
20120507|울산|17|31605179275290
20120507|인천|218|14098190761461
20120507|전남|6|1507624270960
20120507|전북|11|1495396394422
20120507|제주|7|280635349075
20120507|충남|22|6326307521335
20120507|충북|112|1321047518670
20120508|강원|31|5589957362100
20120508|경기|136|294004484092477
20120508|경남|317|25695661343248
20120508|경북|116|40329112847435
20120508|광주|8|2551872126460
20120508|대구|230|4421828049230
20120508|대전|110|14980852199150
20120508|부산|610|7535933937133
20120508|서울|386|651086652268253
20120508|울산|17|31507551710180
20120508|인천|28|14049864930079
20120508|전남|6|1517296113580
20120508|전북|11|1496893473331
20120508|제주|7|280496464082
20120508|충남|22|6498733822262
20120508|충북|112|1328226044025
20120509|강원|31|5582953783800
20120509|경기|136|293016654100046
20120509|경남|37|25589629651294
20120509|경북|16|40828379743217
20120509|광주|81|2541610826380
20120509|대구|23|4399179786805
20120509|대전|100|14804652393060
20120509|부산|610|7476317523101
20120509|서울|386|644239591204806
20120509|울산|171|30251965489560
20120509|인천|28|13588109219558
20120509|전남|61|1513722430850
20120509|전북|101|1525256206542
20120509|제주|700|280913033728
20120509|충남|212|6495663643612
20120509|충북|12|1336154918645
20120510|강원|3|5410991658840
20120510|경기|136|292239763384432
20120510|경남|317|25634758666778
20120510|경북|16|40713376595433
20120510|광주|81|2547178659020
20120510|대구|23|4509354082065
20120510|대전|110|14971150077810
20120510|부산|61|7462302154898
20120510|서울|386|641665619996192
20120510|울산|17|30625721073530
20120510|인천|28|13540822499430
20120510|전남|600|1517123363010
20120510|전북|101|1517425087427
20120510|제주|71|280954778636
20120510|충남|22|6463338286610
20120510|충북|12|1367039896360
20120511|강원|3|5478154918560
20120511|경기|136|286922398285706
20120511|경남|317|25215974371960
20120511|경북|16|40926597035599
20120511|광주|8|2519156933055
20120511|대구|23|4441516203130
20120511|대전|110|14907667615850
20120511|부산|61|7336500807780
20120511|서울|386|632777888101584
20120511|울산|17|30162163936520
20120511|인천|218|13281871783873
20120511|전남|6|1508595859010
20120511|전북|11|1479168526518
20120511|제주|700|280937648670
20120511|충남|220|6317089929965
20120511|충북|112|1358817361840
20120514|강원|300|5573988959640
20120514|경기|136|288357275783492
20120514|경남|307|25164718851257
20120514|경북|16|40482357417242
20120514|광주|8|2459841119640
20120514|대구|23|4410771923264
20120514|대전|110|14721458251300
